age,gender,place_type,hobby,climate,health_issues,selected_place
11,female,"['Nature', 'Wildlife']",['Nature Exploration'],Cool,[],Moon Plains
36,male,"['Museum', 'Educational']",['Learning'],Tropical,[],Maha Vihara Museum
75,female,"['Religious', 'Historical']",['Walking'],Tropical,[],Mirisaweti Stupa
59,female,"['Beach', 'Cultural']",['History'],Tropical,[],Koggala Beach
20,male,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Eth Pokuna
22,female,['Historical'],['History'],Tropical,[],Commonwealth War Cemetery
22,female,"['Religious', 'Historical']",['Photography'],Tropical,[],Jetavanaramaya
65,female,"['Beach', 'Scenic']",['Relaxation'],Tropical,[],Dickwella Beach
68,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,"['Knee Pain', 'Back Pain']",Isurumuniya Temple
30,male,"['Beach', 'Relaxation']",['Kayaking'],Tropical,[],Mawella Beach
32,male,"['Historical', 'Scenic']",['Walking'],Tropical,[],Basawakkulama Wewa
38,male,"['Educational', 'Museum']",['Tea Tasting'],Cool,[],Tea Factory & Tea Museum
64,female,"['Nature', 'Wildlife']",['Photography'],Cool,[],Moon Plains
14,female,"['Nature', 'Waterfall']",['Nature Walks'],Cool,[],Devon Falls
56,female,"['Historical', 'Scenic']",['Sightseeing'],Tropical,[],Tissa Wewa
59,male,"['Beach', 'Eco-Tourism']",['Conservation'],Tropical,[],Rekawa Beach
75,male,"['Cultural', 'Entertainment']",['Photography'],Tropical,[],Kandy Cultural Show
18,male,"['Beach', 'Snorkeling']",['Relaxation'],Tropical,['Non-swimmers (deep areas)'],Unawatuna Beach
52,male,"['Beach', 'Eco-Tourism']",['Wildlife'],Tropical,[],Rekawa Beach
22,female,"['Historical', 'Educational']",['Learning'],Tropical,[],Eth Pokuna
45,male,"['Beach', 'Cultural']",['Walking'],Tropical,[],Koggala Beach
57,female,"['Historical', 'Educational']",['Photography'],Tropical,[],Ratnaprasada
70,male,"['Eco-Tourism', 'Wildlife']",['Birdwatching'],Tropical,['Mosquito-Borne Illnesses'],Kalametiya Bird Sanctuary
72,male,"['Cultural', 'Shopping']",['Shopping'],Tropical,[],Kandy Arts & Crafts Center
40,female,"['Religious', 'Historical']",['Photography'],Tropical,[],Lankatilaka Temple
62,female,"['Shopping', 'Cultural']",['Shopping'],Tropical,[],Kandy Market
29,male,"['Beach', 'Adventure']",['Exploration'],Tropical,['Mobility Issues'],Secret Beach (Mirissa)
70,female,"['Religious', 'Historical']",['Photography'],Tropical,[],Sela Cetiya
67,male,"['Religious', 'Historical']",['Photography'],Tropical,[],Sri Maha Bodhi
49,female,"['Sports', 'Recreation']",['Relaxation'],Cool,['Mobility Issues'],Nuwara Eliya Golf Club
35,male,"['Shopping', 'Cultural']",['Shopping'],Tropical,[],Kandy Market
71,male,"['Sports', 'Historical']",['Photography'],Cool,[],Nuwara Eliya Race Course
30,male,"['Beach', 'Cultural']",['History'],Tropical,[],Koggala Beach
40,female,"['Historical', 'Educational']",['Cultural Exploration'],Tropical,[],Lovamahapaya
13,male,"['Religious', 'Historical']",['Walking'],Tropical,"['Knee Pain', 'Back Pain']",Abhayagiri Dagoba
20,male,"['Historical', 'Nature']",['Hiking'],Tropical,[],Vessagiriya
57,female,"['Beach', 'Eco-Tourism']",['Conservation'],Tropical,[],Rekawa Beach
74,male,"['Diving', 'Adventure']",['Scuba Diving'],Tropical,[],Great Basses Reef
10,male,"['Museum', 'Educational']",['Sightseeing'],Tropical,[],Maha Vihara Museum
9,female,"['Scenic', 'Viewpoint']",['Relaxation'],Cool,[],Nuwara Eliya Golf Course View Point
42,male,"['Educational', 'Agriculture']",['Tea Tasting'],Cool,[],Pedro Tea Estate
19,male,"['Cultural', 'Shopping']",['Shopping'],Tropical,[],Kandy Arts & Crafts Center
67,male,"['Religious', 'Scenic']",['Sightseeing'],Tropical,[],Bahirawakanda Vihara Buddha Statue
32,female,"['Beach', 'Adventure']",['Exploration'],Tropical,[],Secret Beach (Mirissa)
15,female,"['Religious', 'Historical']",['Walking'],Tropical,"['Knee Pain', 'Back Pain']",Abhayagiri Dagoba
59,male,['Natural Wonder'],['Photography'],Tropical,[],Hummanaya Blowhole
47,male,"['Museum', 'Educational']",['Learning'],Tropical,[],Maha Vihara Museum
25,female,"['Religious', 'Historical']",['Cultural Exploration'],Cool,[],Seetha Amman Temple
25,female,"['Cultural', 'Entertainment']",['Cultural Exploration'],Tropical,[],Kandy Cultural Show
19,female,"['Historical', 'Scenic']",['Bird Watching'],Tropical,[],Basawakkulama Wewa
51,male,"['Religious', 'Historical']",['Walking'],Tropical,[],Thuparamaya
69,male,"['Beach', 'Relaxation']",['Walking'],Tropical,[],Talpe Beach
62,female,"['Historical', 'Cultural']",['Sightseeing'],Cool,[],Nuwara Eliya City Tour
39,male,"['Scenic', 'Relaxation']",['Boating'],Cool,[],Gregory Lake
72,male,"['Museum', 'Educational']",['Cultural Exploration'],Tropical,[],Maha Vihara Museum
11,male,"['Historical', 'Scenic']",['Relaxation'],Tropical,[],Basawakkulama Wewa
22,male,"['Beach', 'Family']",['Relaxation'],Tropical,[],Polhena Beach
45,female,"['Nature', 'Garden']",['Photography'],Cool,['Severe Pollen Allergies'],Hakgala Botanical Garden
77,female,"['Scenic', 'Relaxation']",['Boating'],Cool,[],Gregory Lake
59,female,"['Historical', 'Educational']",['Learning'],Tropical,[],Lovamahapaya
18,male,"['Adventure', 'Nature']",['Camping'],Cool,[],Hanthana Mountain Range
23,female,"['Adventure', 'Nature']",['Camping'],Cool,[],Hanthana Mountain Range
48,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Samadhi Buddha Statue
27,female,"['Religious', 'Historical']",['Photography'],Tropical,[],Embekka Devalaya
40,male,"['Beach', 'Wildlife']",['Photography'],Tropical,['Seasickness'],Mirissa Beach
74,male,['Historical'],['History'],Tropical,[],Kandy Garrison Cemetery
52,female,"['Recreation', 'Water Activities']",['Relaxation'],Cool,[],Lake Gregory Boating
14,male,"['Educational', 'Museum']",['Learning'],Cool,[],Tea Factory & Tea Museum
32,female,"['Agriculture', 'Food']",['Photography'],Cool,[],Nuwara Eliya Strawberry Farms
26,female,['Historical'],['History'],Tropical,[],Commonwealth War Cemetery
33,male,"['Museum', 'Educational']",['Cultural Exploration'],Tropical,[],Anuradhapura Archaeological Museum
31,female,"['Historical', 'Architecture']",['Photography'],Cool,[],Nuwara Eliya Post Office
31,male,"['Educational', 'Museum']",['Learning'],Cool,[],Tea Factory & Tea Museum
37,female,"['Beach', 'Romantic']",['Sunbathing'],Tropical,[],Tangalle Beach
31,female,"['Beach', 'Romantic']",['Sunbathing'],Tropical,[],Tangalle Beach
12,female,"['Beach', 'Adventure']",['Snorkeling'],Tropical,[],Jungle Beach
46,female,"['Eco-Tourism', 'Wildlife']",['Birdwatching'],Tropical,['Mosquito-Borne Illnesses'],Kalametiya Bird Sanctuary
43,female,"['Wildlife', 'Safari']",['Photography'],Dry Zone,['Dust Allergies'],Bundala National Park
53,male,"['Educational', 'Agriculture']",['Tea Tasting'],Cool,[],Pedro Tea Estate
20,female,"['Religious', 'Historical']",['Walking'],Tropical,[],Mirisaweti Stupa
56,female,"['Shopping', 'Cultural']",['Cultural Exploration'],Cool,[],Nuwara Eliya Market
52,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Temple of the Tooth
78,female,"['Park', 'Nature']",['Relaxation'],Cool,['Severe Pollen Allergies'],Victoria Park
21,female,"['Beach', 'Family']",['Relaxation'],Tropical,[],Polhena Beach
46,male,"['Beach', 'Photography']",['Instagram'],Tropical,[],Dalawella Beach
48,male,"['Religious', 'Historical']",['Photography'],Tropical,[],Embekka Devalaya
56,male,['Natural Wonder'],['Photography'],Tropical,['Mobility Issues (rocky)'],Hummanaya Blowhole
58,male,['Historical'],['Photography'],Tropical,[],Kandy Garrison Cemetery
17,male,"['Wildlife', 'Safari']",['Birdwatching'],Dry Zone,[],Bundala National Park
61,female,"['Park', 'Nature']",['Bird Watching'],Cool,[],Victoria Park
13,male,"['Shopping', 'Entertainment']",['Shopping'],Tropical,[],Kandy City Center
49,male,"['Nature', 'Garden']",['Photography'],Cool,[],Hakgala Botanical Garden
23,male,"['Scenic', 'Relaxation']",['Walking'],Tropical,[],Kandy Lake
22,female,['Scenic'],['Photography'],Tropical,[],Kandy View Point
60,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,['Mobility Issues'],Gadaladeniya Temple
42,female,"['Beach', 'Eco-Tourism']",['Wildlife'],Tropical,[],Rekawa Beach
54,male,"['Historic', 'Cultural']",['History'],Tropical,[],Galle Fort
21,female,"['Museum', 'Historical']",['Learning'],Tropical,[],Kandy National Museum
74,male,"['Nature', 'Waterfall']",['Photography'],Cool,[],Ramboda Falls
79,female,"['Religious', 'Historical']",['Photography'],Cool,[],Seetha Amman Temple
11,female,"['Religious', 'Historical']",['Walking'],Tropical,"['Knee Pain', 'Back Pain']",Ruwanwelisaya
50,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Mirisaweti Stupa
13,female,"['Nature', 'Garden']",['Nature Walks'],Cool,['Severe Pollen Allergies'],Hakgala Botanical Garden
59,male,"['Beach', 'Adventure']",['Exploration'],Tropical,[],Secret Beach (Mirissa)
16,male,"['Cultural', 'Hiking']",['History'],Tropical,[],Mulkirigala Rock Temple
9,female,"['Beach', 'Family']",['Snorkeling'],Tropical,[],Polhena Beach
58,female,"['Scenic', 'Relaxation']",['Walking'],Tropical,[],Kandy Lake
65,female,"['Historical', 'Nature']",['Cultural Exploration'],Tropical,[],Vessagiriya
17,female,"['Nature', 'Scenic']",['Hiking'],Cool,[],Lovers Leap Waterfall
22,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Temple of the Tooth
58,male,"['Historical', 'Scenic']",['Photography'],Tropical,[],Basawakkulama Wewa
21,female,"['Religious', 'Scenic']",['Photography'],Tropical,[],Bahirawakanda Vihara Buddha Statue
45,female,"['Beach', 'Adventure']",['Exploration'],Tropical,['Mobility Issues'],Secret Beach (Mirissa)
6,female,"['Religious', 'Historical']",['Photography'],Tropical,[],Isurumuniya Temple
23,female,"['Agriculture', 'Food']",['Photography'],Cool,[],Nuwara Eliya Strawberry Farms
76,female,"['Cultural', 'Shopping']",['Shopping'],Tropical,[],Kandy Arts & Crafts Center
25,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Embekka Devalaya
53,female,"['Historical', 'Scenic']",['Photography'],Tropical,[],Tissa Wewa
61,female,"['Historical', 'Scenic']",['Walking'],Tropical,[],Basawakkulama Wewa
41,female,"['Beach', 'Relaxation']",['Reading'],Tropical,[],Talpe Beach
60,male,"['Historical', 'Scenic']",['Sightseeing'],Tropical,[],Kandy Railway Station
41,male,"['Beach', 'Cultural']",['History'],Tropical,[],Koggala Beach
46,male,"['Religious', 'Historical']",['Walking'],Tropical,[],Jetavanaramaya
45,female,"['Eco-Tourism', 'Wildlife']",['Birdwatching'],Tropical,[],Kalametiya Bird Sanctuary
43,male,"['Historical', 'Cultural']",['Sightseeing'],Cool,[],Nuwara Eliya City Tour
69,male,"['Nature', 'Scenic']",['Hiking'],Cool,['Mobility Issues'],Lovers Leap Waterfall
5,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Lankatilaka Temple
60,female,"['Religious', 'Historical']",['Walking'],Tropical,[],Thuparamaya
70,male,['Natural Wonder'],['Photography'],Tropical,[],Hummanaya Blowhole
13,female,"['Scenic', 'Relaxation']",['Boating'],Cool,[],Gregory Lake
43,male,"['Beach', 'Eco-Tourism']",['Conservation'],Tropical,[],Rekawa Beach
28,female,"['Agriculture', 'Food']",['Food Tasting'],Cool,[],Nuwara Eliya Strawberry Farms
74,female,"['Religious', 'Historical']",['Cultural Exploration'],Tropical,[],Sela Cetiya
45,female,"['Historical', 'Scenic']",['Sightseeing'],Tropical,[],Tissa Wewa
52,female,"['Eco-Tourism', 'Wildlife']",['Birdwatching'],Tropical,['Mosquito-Borne Illnesses'],Kalametiya Bird Sanctuary
25,male,"['Historical', 'Nature']",['Photography'],Tropical,[],Ranmasu Uyana
58,female,"['Beach', 'Adventure']",['Snorkeling'],Tropical,['Mobility Issues'],Jungle Beach
47,male,"['Beach', 'Eco-Tourism']",['Wildlife'],Tropical,[],Rekawa Beach
32,female,"['Beach', 'Photography']",['Instagram'],Tropical,[],Dalawella Beach
21,female,"['Beach', 'Relaxation']",['Reading'],Tropical,[],Talpe Beach
34,male,"['Religious', 'Historical']",['Photography'],Tropical,[],Thuparamaya
75,male,"['Scenic', 'Viewpoint']",['Relaxation'],Cool,[],Nuwara Eliya Golf Course View Point
30,female,"['Historical', 'Nature']",['Walking'],Tropical,[],Ranmasu Uyana
61,female,"['Recreation', 'Water Activities']",['Boating'],Cool,[],Lake Gregory Boating
6,male,"['Scenic', 'Relaxation']",['Photography'],Cool,[],Gregory Lake
19,female,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ratnaprasada
62,male,['Scenic'],['Sightseeing'],Tropical,[],Kandy View Point
71,female,"['Historical', 'Scenic']",['Photography'],Tropical,[],Kandy Railway Station
59,female,"['Cultural', 'Hiking']",['Photography'],Tropical,[],Mulkirigala Rock Temple
9,male,"['Beach', 'Relaxation']",['Reading'],Tropical,[],Talpe Beach
34,female,"['Nature', 'Wildlife']",['Nature Walks'],Cool,[],Galway's Land National Park
26,female,['Historical'],['Sightseeing'],Tropical,[],Commonwealth War Cemetery
14,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,"['Knee Pain', 'Back Pain']",Isurumuniya Temple
30,male,"['Scenic', 'Viewpoint']",['Relaxation'],Cool,[],Nuwara Eliya Golf Course View Point
56,female,"['Beach', 'Adventure']",['Snorkeling'],Tropical,[],Jungle Beach
53,male,"['Beach', 'Relaxation']",['Reading'],Tropical,[],Talpe Beach
10,female,"['Historical', 'Educational']",['Cultural Exploration'],Tropical,[],Ratnaprasada
20,male,"['Religious', 'Historical']",['Walking'],Tropical,[],Ruwanwelisaya
49,male,"['Agriculture', 'Food']",['Food Tasting'],Cool,[],Nuwara Eliya Strawberry Farms
67,female,"['Cultural', 'Entertainment']",['Cultural Exploration'],Tropical,['Hearing Impairments'],Kandy Cultural Show
29,female,"['Historical', 'Scenic']",['Photography'],Tropical,[],Kandy Railway Station
40,female,"['Historical', 'Scenic']",['Bird Watching'],Tropical,[],Basawakkulama Wewa
8,female,"['Nature', 'Scenic']",['Hiking'],Cool,[],Lovers Leap Waterfall
35,male,"['Scenic', 'Viewpoint']",['Photography'],Cool,[],Nuwara Eliya Golf Course View Point
55,female,"['Beach', 'Relaxation']",['Sunbathing'],Tropical,[],Mawella Beach
7,female,['Natural Wonder'],['Photography'],Tropical,[],Hummanaya Blowhole
6,female,"['Historical', 'Educational']",['Learning'],Tropical,[],Ratnaprasada
77,female,"['Educational', 'Agriculture']",['Tea Tasting'],Cool,[],Pedro Tea Estate
55,female,"['Shopping', 'Cultural']",['Shopping'],Cool,[],Nuwara Eliya Market
64,female,"['Religious', 'Historical']",['Photography'],Tropical,[],Sela Cetiya
74,female,"['Shopping', 'Cultural']",['Shopping'],Cool,[],Nuwara Eliya Market
16,female,"['Historical', 'Architecture']",['History'],Cool,[],Nuwara Eliya Post Office
49,male,"['Scenic', 'Viewpoint']",['Photography'],Cool,[],Nuwara Eliya Golf Course View Point
33,female,"['Cultural', 'Hiking']",['Photography'],Tropical,[],Mulkirigala Rock Temple
37,male,"['Historical', 'Educational']",['Photography'],Tropical,[],Eth Pokuna
9,male,"['Museum', 'Historical']",['History'],Tropical,[],Kandy National Museum
64,female,"['Nature', 'Wildlife']",['Nature Walks'],Cool,[],Galway's Land National Park
40,female,"['Eco-Tourism', 'Wildlife']",['Birdwatching'],Tropical,['Mosquito-Borne Illnesses'],Kalametiya Bird Sanctuary
53,female,"['Historical', 'Cultural']",['Photography'],Cool,[],Nuwara Eliya City Tour
8,male,"['Historical', 'Scenic']",['Relaxation'],Tropical,[],Basawakkulama Wewa
49,male,"['Beach', 'Romantic']",['Walking'],Tropical,[],Tangalle Beach
28,male,['Museum'],['Learning'],Tropical,[],Ceylon Tea Museum
67,male,"['Religious', 'Historical']",['Cultural Exploration'],Tropical,[],Thuparamaya
49,female,"['Wildlife', 'Safari']",['Photography'],Dry Zone,['Dust Allergies'],Bundala National Park
57,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Embekka Devalaya
20,male,"['Educational', 'Agriculture']",['Nature Walks'],Cool,['Mobility Issues'],Pedro Tea Estate
42,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Lankarama
51,female,"['Museum', 'Historical']",['History'],Tropical,[],Kandy National Museum
30,female,"['Museum', 'Educational']",['Sightseeing'],Tropical,[],Anuradhapura Archaeological Museum
51,female,['Historical'],['Photography'],Tropical,[],Royal Botanical Gardens
48,male,"['Beach', 'Snorkeling']",['Swimming'],Tropical,['Non-swimmers (deep areas)'],Unawatuna Beach
20,female,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Lovamahapaya
46,male,"['Sports', 'Recreation']",['Relaxation'],Cool,['Mobility Issues'],Nuwara Eliya Golf Club
36,male,"['Religious', 'Historical']",['Cultural Exploration'],Tropical,[],Lankarama
53,male,"['Educational', 'Agriculture']",['Nature Walks'],Cool,[],Pedro Tea Estate
26,male,"['Beach', 'Family']",['Relaxation'],Tropical,[],Polhena Beach
51,male,['Historical'],['Photography'],Tropical,[],Royal Botanical Gardens
71,male,"['Nature', 'Waterfall']",['Photography'],Cool,[],Ramboda Falls
8,male,"['Park', 'Nature']",['Relaxation'],Cool,['Severe Pollen Allergies'],Victoria Park
67,female,"['Historical', 'Educational']",['Photography'],Tropical,[],Ratnaprasada
50,male,"['Educational', 'Nature']",['Nature Exploration'],Tropical,['Severe Allergies'],Kandy Spice Garden
29,male,"['Scenic', 'Viewpoint']",['Photography'],Cool,[],Nuwara Eliya Golf Course View Point
43,female,"['Historical', 'Nature']",['Cultural Exploration'],Tropical,[],Vessagiriya
71,female,"['Cultural', 'Shopping']",['Cultural Exploration'],Tropical,[],Kandy Arts & Crafts Center
9,female,"['Cultural', 'Entertainment']",['Photography'],Tropical,[],Kandy Cultural Show
52,male,"['Historical', 'Nature']",['Walking'],Tropical,[],Ranmasu Uyana
38,male,"['Scenic', 'Viewpoint']",['Photography'],Cool,"['Heart Conditions', 'Mobility Issues']",Single Tree Hill
19,male,"['Shopping', 'Cultural']",['Shopping'],Tropical,[],Kandy Market
18,female,"['Religious', 'Historical']",['Photography'],Tropical,[],Lankarama
69,male,"['Historical', 'Scenic']",['Sightseeing'],Tropical,[],Kandy Railway Station
36,male,"['Sports', 'Recreation']",['Relaxation'],Cool,[],Nuwara Eliya Golf Club
45,male,"['Beach', 'Snorkeling']",['Relaxation'],Tropical,['Non-swimmers (deep areas)'],Unawatuna Beach
58,male,"['Religious', 'Historical']",['Walking'],Tropical,[],Mirisaweti Stupa
6,male,"['Religious', 'Scenic']",['Sightseeing'],Tropical,"['Heart Conditions', 'Mobility Issues']",Bahirawakanda Vihara Buddha Statue
42,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Sri Maha Bodhi
63,female,"['Beach', 'Surfing']",['Yoga'],Tropical,['Non-swimmers'],Hiriketiya Beach
33,female,"['Beach', 'Family']",['Relaxation'],Tropical,[],Polhena Beach
51,male,"['Scenic', 'Relaxation']",['Boating'],Cool,[],Gregory Lake
31,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Embekka Devalaya
7,female,"['Religious', 'Scenic']",['Sightseeing'],Tropical,[],Bahirawakanda Vihara Buddha Statue
69,male,"['Religious', 'Historical']",['Photography'],Tropical,[],Samadhi Buddha Statue
12,male,"['Historical', 'Scenic']",['Walking'],Tropical,[],Basawakkulama Wewa
60,female,['Historical'],['History'],Tropical,[],Kandy War Cemetery
29,female,"['Religious', 'Historical']",['Cultural Exploration'],Cool,[],Seetha Amman Temple
56,female,"['Nature', 'Garden']",['Nature Walks'],Cool,[],Hakgala Botanical Garden
28,male,"['Historical', 'Scenic']",['Relaxation'],Tropical,[],Kuttam Pokuna
14,male,"['Historical', 'Architecture']",['History'],Cool,[],Nuwara Eliya Post Office
38,male,"['Religious', 'Historical']",['Photography'],Tropical,[],Sri Maha Bodhi
42,female,"['Religious', 'Historical']",['Cultural Exploration'],Cool,[],Seetha Amman Temple
38,male,"['Eco-Tourism', 'Wildlife']",['Kayaking'],Tropical,[],Kalametiya Bird Sanctuary
16,female,"['Nature', 'Adventure']",['Hiking'],Tropical,['Asthma'],Udawattakele Forest Reserve
60,male,"['Scenic', 'Viewpoint']",['Hiking'],Cool,"['Heart Conditions', 'Mobility Issues']",Single Tree Hill
46,male,"['Nature', 'Wildlife']",['Bird Watching'],Cool,[],Galway's Land National Park
62,female,"['Sports', 'Recreation']",['Golf'],Cool,[],Nuwara Eliya Golf Club
5,female,"['Educational', 'Nature']",['Nature Exploration'],Tropical,['Severe Allergies'],Kandy Spice Garden
62,male,"['Nature', 'Wildlife']",['Bird Watching'],Cool,[],Galway's Land National Park
74,female,"['Nature', 'Wildlife']",['Bird Watching'],Cool,[],Galway's Land National Park
46,male,"['Historic', 'Cultural']",['Photography'],Tropical,[],Galle Fort
8,female,"['Beach', 'Wildlife']",['Whale Watching'],Tropical,[],Mirissa Beach
79,male,"['Beach', 'Romantic']",['Walking'],Tropical,[],Tangalle Beach
51,female,"['Museum', 'Educational']",['Cultural Exploration'],Tropical,[],Anuradhapura Archaeological Museum
45,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Embekka Devalaya
78,male,"['Beach', 'Photography']",['Instagram'],Tropical,[],Dalawella Beach
9,male,"['Nature', 'Waterfall']",['Photography'],Cool,[],St. Clair's Falls
21,female,"['Historical', 'Educational']",['Photography'],Tropical,[],Lovamahapaya
26,male,"['Beach', 'Photography']",['Swimming'],Tropical,[],Dalawella Beach
77,female,"['Historical', 'Educational']",['Cultural Exploration'],Tropical,[],Ratnaprasada
9,male,"['Historical', 'Architecture']",['Photography'],Cool,[],Nuwara Eliya Post Office
9,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Ruwanwelisaya
49,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Mirisaweti Stupa
11,male,"['Museum', 'Educational']",['Learning'],Tropical,[],Anuradhapura Archaeological Museum
77,male,"['Historical', 'Nature']",['Sightseeing'],Tropical,[],Vessagiriya
62,female,"['Historical', 'Scenic']",['Bird Watching'],Tropical,[],Tissa Wewa
41,female,"['Beach', 'Family']",['Relaxation'],Tropical,[],Polhena Beach
17,male,"['Park', 'Nature']",['Bird Watching'],Cool,[],Victoria Park
48,male,"['Nature', 'Wildlife']",['Nature Exploration'],Cool,[],Moon Plains
53,female,"['Nature', 'Waterfall']",['Photography'],Cool,['Mobility Issues'],Devon Falls
38,female,"['Historical', 'Educational']",['Cultural Exploration'],Tropical,[],Eth Pokuna
8,female,"['Museum', 'Educational']",['Cultural Exploration'],Tropical,[],Maha Vihara Museum
55,female,"['Beach', 'Relaxation']",['Walking'],Tropical,[],Talpe Beach
39,male,"['Educational', 'Nature']",['Learning'],Tropical,[],Kandy Spice Garden
61,male,"['Religious', 'Historical']",['Photography'],Tropical,[],Sela Cetiya
66,female,"['Historical', 'Educational']",['Photography'],Tropical,[],Lovamahapaya
40,female,"['Museum', 'Educational']",['Learning'],Tropical,[],Maha Vihara Museum
27,female,"['Religious', 'Historical']",['Photography'],Tropical,[],Gadaladeniya Temple
26,male,"['Historical', 'Nature']",['Photography'],Tropical,[],Ranmasu Uyana
9,male,"['Nature', 'Garden']",['Nature Walks'],Cool,[],Hakgala Botanical Garden
57,female,"['Nature', 'Scenic']",['Photography'],Cool,[],Lovers Leap Waterfall
66,female,"['Scenic', 'Viewpoint']",['Photography'],Cool,[],Nuwara Eliya Golf Course View Point
78,male,"['Nature', 'Scenic']",['Photography'],Cool,[],Lovers Leap Waterfall
39,male,"['Sports', 'Historical']",['Photography'],Cool,[],Nuwara Eliya Race Course
46,male,"['Cultural', 'Shopping']",['Cultural Exploration'],Tropical,[],Kandy Arts & Crafts Center
34,female,['Scenic'],['Sightseeing'],Tropical,[],Kandy View Point
79,female,"['Agriculture', 'Food']",['Photography'],Cool,[],Nuwara Eliya Strawberry Farms
76,male,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Lovamahapaya
34,male,"['Beach', 'Surfing']",['Surfing'],Tropical,[],Weligama Bay
67,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Thuparamaya
56,female,"['Scenic', 'Viewpoint']",['Hiking'],Cool,[],Single Tree Hill
78,male,"['Beach', 'Family']",['Snorkeling'],Tropical,[],Polhena Beach
10,male,"['Historical', 'Scenic']",['Photography'],Tropical,[],Kuttam Pokuna
25,female,"['Religious', 'Historical']",['Photography'],Tropical,[],Gadaladeniya Temple
26,male,"['Historical', 'Scenic']",['Photography'],Tropical,[],Kandy Railway Station
22,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Lankatilaka Temple
17,female,"['Cultural', 'Shopping']",['Shopping'],Tropical,[],Kandy Arts & Crafts Center
42,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Sela Cetiya
10,male,"['Shopping', 'Entertainment']",['Shopping'],Tropical,[],Kandy City Center
50,male,"['Nature', 'Adventure']",['Hiking'],Tropical,['Asthma'],Udawattakele Forest Reserve
13,male,"['Educational', 'Agriculture']",['Tea Tasting'],Cool,[],Pedro Tea Estate
26,male,"['Historical', 'Scenic']",['Photography'],Tropical,[],Kandy Railway Station
43,female,"['Historical', 'Architecture']",['Photography'],Cool,[],Nuwara Eliya Post Office
32,male,"['Beach', 'Scenic']",['Relaxation'],Tropical,[],Dickwella Beach
23,female,"['Nature', 'Waterfall']",['Nature Walks'],Cool,[],Devon Falls
68,female,"['Nature', 'Wildlife']",['Nature Exploration'],Cool,[],Moon Plains
28,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Samadhi Buddha Statue
9,female,"['Shopping', 'Cultural']",['Cultural Exploration'],Cool,[],Nuwara Eliya Market
19,male,['Historical'],['Sightseeing'],Tropical,[],Commonwealth War Cemetery
75,female,"['Historical', 'Cultural']",['Photography'],Cool,[],Nuwara Eliya City Tour
59,male,['Scenic'],['Photography'],Tropical,[],Kandy View Point
10,female,['Historical'],['Photography'],Tropical,[],Kandy Garrison Cemetery
14,female,['Historical'],['Sightseeing'],Tropical,[],Commonwealth War Cemetery
16,female,"['Religious', 'Historical']",['Cultural Exploration'],Tropical,[],Jetavanaramaya
29,male,['Historical'],['Photography'],Tropical,[],Royal Botanical Gardens
76,female,"['Religious', 'Historical']",['Cultural Exploration'],Tropical,[],Sela Cetiya
24,male,"['Scenic', 'Relaxation']",['Boating'],Tropical,[],Kandy Lake
24,male,"['Nature', 'Scenic']",['Hiking'],Cool,[],Lovers Leap Waterfall
22,male,"['Historical', 'Educational']",['Learning'],Tropical,[],Ratnaprasada
51,female,"['Beach', 'Eco-Tourism']",['Wildlife'],Tropical,[],Rekawa Beach
59,female,"['Nature', 'Adventure']",['Bird Watching'],Tropical,[],Udawattakele Forest Reserve
58,female,"['Diving', 'Adventure']",['Scuba Diving'],Tropical,[],Great Basses Reef
62,male,"['Religious', 'Historical']",['Photography'],Tropical,[],Temple of the Tooth
34,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Gadaladeniya Temple
43,female,"['Cultural', 'Entertainment']",['Photography'],Tropical,[],Kandy Cultural Show
46,male,"['Beach', 'Surfing']",['Yoga'],Tropical,['Non-swimmers'],Hiriketiya Beach
61,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Embekka Devalaya
55,female,"['Beach', 'Eco-Tourism']",['Wildlife'],Tropical,[],Rekawa Beach
